model,dataset,horizon,mode,well,expected,status,raw_status,summary_status,in_forecasting_summary_csv,file_path,reason,n_train,n_test,n_cv_folds,has_test_predictions,has_test_targets,cv_fold_count,mae,rmse,r2,r2_prod,mase
timesfm,ganymede,14,per_well,49_22-Z07,True,ok,ok,ok,True,/app/results/timesfm/ganymede_h14_per_well_49_22-Z07.json,,5187.0,1301.0,3.0,True,True,3.0,0.6626960186931717,1.508925288758021,0.2817304502816963,0.34620573783613384,0.9044721585085672
tirex,ganymede,14,per_well,49_22-Z07,True,ok,ok,ok,True,/app/results/tirex/ganymede_h14_per_well_49_22-Z07.json,,5187.0,1301.0,3.0,True,True,3.0,0.6116207088413174,1.570345383532534,0.2220667301255339,0.13629645556939562,0.8347626771700511
chronos,ganymede,14,per_well,49_22-Z08,True,ok,ok,ok,True,/app/results/chronos/ganymede_h14_per_well_49_22-Z08.json,,3268.0,821.0,3.0,True,True,3.0,3.254401037472423e-05,0.0023017863925609604,0.0,0.0,6.88662225584007e-05
deeponet,ganymede,14,per_well,49_22-Z08,True,ok,ok,ok,True,/app/results/deeponet/ganymede_h14_per_well_49_22-Z08.json,,3268.0,821.0,3.0,True,True,3.0,0.45540160201042656,0.4791541436550342,0.0,0.0,0.23489585893206505
lstm,ganymede,14,per_well,49_22-Z08,True,ok,ok,ok,True,/app/results/lstm/ganymede_h14_per_well_49_22-Z08.json,,3268.0,821.0,3.0,True,True,3.0,0.08053273380539076,0.0825663570611299,0.0,0.0,0.04153873327597892
patchtst,ganymede,14,per_well,49_22-Z08,True,ok,ok,ok,True,/app/results/patchtst/ganymede_h14_per_well_49_22-Z08.json,,3268.0,821.0,3.0,True,True,3.0,0.023606675011771067,0.024011990919041975,0.0,0.0,0.012176308073885794
tcn,ganymede,14,per_well,49_22-Z08,True,ok,ok,ok,True,/app/results/tcn/ganymede_h14_per_well_49_22-Z08.json,,3268.0,821.0,3.0,True,True,3.0,0.178688580499891,0.1879667939390391,0.0,0.0,0.0921674570589507
timesfm,ganymede,14,per_well,49_22-Z08,True,ok,ok,ok,True,/app/results/timesfm/ganymede_h14_per_well_49_22-Z08.json,,3268.0,821.0,3.0,True,True,3.0,0.0026112995359913577,0.0029543566052973877,0.0,0.0,0.005525758286750581
tirex,ganymede,14,per_well,49_22-Z08,True,ok,ok,ok,True,/app/results/tirex/ganymede_h14_per_well_49_22-Z08.json,,3268.0,821.0,3.0,True,True,3.0,4.319576080360786e-09,5.6072388646254675e-09,0.0,0.0,9.140633999401212e-09
chronos,ganymede,30,multi_well,,True,ok,ok,ok,True,/app/results/chronos/ganymede_h30_multi_well.json,,38607.0,9706.0,3.0,True,True,3.0,0.4178133734896017,1.429383001439104,0.1595162456655076,-0.5158947461578895,0.23811959426533705
deeponet,ganymede,30,multi_well,,True,ok,ok,ok,True,/app/results/deeponet/ganymede_h30_multi_well.json,,38607.0,9706.0,3.0,True,True,3.0,0.6467021615960963,1.353350462320781,0.24655310437502742,-0.20199121919447371,0.030138319792380044
lstm,ganymede,30,multi_well,,True,ok,ok,ok,True,/app/results/lstm/ganymede_h30_multi_well.json,,38607.0,9706.0,3.0,True,True,3.0,0.5640824454950348,1.4188853432762873,0.17181625599510297,-0.9705215103630216,0.022617058245852688
patchtst,ganymede,30,multi_well,,True,ok,ok,ok,True,/app/results/patchtst/ganymede_h30_multi_well.json,,38607.0,9706.0,3.0,True,True,3.0,1.0120000428620894,2.0551441820676493,-0.7374674948964866,-1.0916384107564348,0.04398006763181632
tcn,ganymede,30,multi_well,,True,ok,ok,ok,True,/app/results/tcn/ganymede_h30_multi_well.json,,38607.0,9706.0,3.0,True,True,3.0,0.5756117973462576,1.3562298621520377,0.2433436138238706,-0.47705923980188203,0.023655600603380504
timesfm,ganymede,30,multi_well,,True,ok,ok,ok,True,/app/results/timesfm/ganymede_h30_multi_well.json,,38607.0,9706.0,3.0,True,True,3.0,0.42713090841196205,1.334049013121411,0.2678911292821021,-0.2294907331758722,0.24238159479174604
tirex,ganymede,30,multi_well,,True,ok,ok,ok,True,/app/results/tirex/ganymede_h30_multi_well.json,,38607.0,9706.0,3.0,True,True,3.0,0.3974056108398775,1.3184600894369725,0.2849011605202688,-0.2737270579229456,0.2253985064321312
chronos,ganymede,30,per_well,49_22-Z01Z,True,ok,ok,ok,True,/app/results/chronos/ganymede_h30_per_well_49_22-Z01Z.json,,6042.0,1518.0,3.0,True,True,3.0,0.013359092436941503,0.0968320750919376,0.0,0.0,0.0038568899084111432
deeponet,ganymede,30,per_well,49_22-Z01Z,True,ok,ok,ok,True,/app/results/deeponet/ganymede_h30_per_well_49_22-Z01Z.json,,6042.0,1518.0,3.0,True,True,3.0,0.1395809809366862,0.1468700447493438,0.0,0.0,0.001833162039293866
lstm,ganymede,30,per_well,49_22-Z01Z,True,ok,ok,ok,True,/app/results/lstm/ganymede_h30_per_well_49_22-Z01Z.json,,6042.0,1518.0,3.0,True,True,3.0,0.03602931747637562,0.04069389758885456,0.0,0.0,0.0004731846463331418
patchtst,ganymede,30,per_well,49_22-Z01Z,True,ok,ok,ok,True,/app/results/patchtst/ganymede_h30_per_well_49_22-Z01Z.json,,6042.0,1518.0,3.0,True,True,3.0,8.269764614105224,8.269774475009251,0.0,0.0,0.10860948578194808
tcn,ganymede,30,per_well,49_22-Z01Z,True,ok,ok,ok,True,/app/results/tcn/ganymede_h30_per_well_49_22-Z01Z.json,,6042.0,1518.0,3.0,True,True,3.0,0.5497086125400227,0.5608657114931173,0.0,0.0,0.007219500496549482
timesfm,ganymede,30,per_well,49_22-Z01Z,True,ok,ok,ok,True,/app/results/timesfm/ganymede_h30_per_well_49_22-Z01Z.json,,6042.0,1518.0,3.0,True,True,3.0,0.002457714565874388,0.0028753284991887736,0.0,0.0,0.0007095642575736381
tirex,ganymede,30,per_well,49_22-Z01Z,True,ok,ok,ok,True,/app/results/tirex/ganymede_h30_per_well_49_22-Z01Z.json,,6042.0,1518.0,3.0,True,True,3.0,4.2647015726421515e-09,5.264305067413958e-09,0.0,0.0,1.2312576273837391e-09
chronos,ganymede,30,per_well,49_22-Z02Z,True,ok,ok,ok,True,/app/results/chronos/ganymede_h30_per_well_49_22-Z02Z.json,,6042.0,1518.0,3.0,True,True,3.0,1.7019068019248935,3.1009101252769975,-0.12238313292515146,-1.5157261303782832,0.36451536143132335
deeponet,ganymede,30,per_well,49_22-Z02Z,True,ok,ok,ok,True,/app/results/deeponet/ganymede_h30_per_well_49_22-Z02Z.json,,6042.0,1518.0,3.0,True,True,3.0,5.448066648266323,9.044644635702168,-8.548733855141549,-16.025312253576807,0.062222564969202455
lstm,ganymede,30,per_well,49_22-Z02Z,True,ok,ok,ok,True,/app/results/lstm/ganymede_h30_per_well_49_22-Z02Z.json,,6042.0,1518.0,3.0,True,True,3.0,2.003644725341361,3.2396905455187213,-0.22509517529711132,-2.8334159828322636,0.022883698410228807
patchtst,ganymede,30,per_well,49_22-Z02Z,True,ok,ok,ok,True,/app/results/patchtst/ganymede_h30_per_well_49_22-Z02Z.json,,6042.0,1518.0,3.0,True,True,3.0,3.3634161199662684,3.810663583608512,-0.6949777123603793,-0.8152604354610136,0.038413696372393114
tcn,ganymede,30,per_well,49_22-Z02Z,True,ok,ok,ok,True,/app/results/tcn/ganymede_h30_per_well_49_22-Z02Z.json,,6042.0,1518.0,3.0,True,True,3.0,2.912751349389265,4.198092696033546,-1.0571540741119279,-3.092473717993034,0.03326663783274004
timesfm,ganymede,30,per_well,49_22-Z02Z,True,ok,ok,ok,True,/app/results/timesfm/ganymede_h30_per_well_49_22-Z02Z.json,,6042.0,1518.0,3.0,True,True,3.0,1.772691432608502,2.945042600217622,-0.012385545513274199,-1.311270889756937,0.37967605366678275
tirex,ganymede,30,per_well,49_22-Z02Z,True,ok,ok,ok,True,/app/results/tirex/ganymede_h30_per_well_49_22-Z02Z.json,,6042.0,1518.0,3.0,True,True,3.0,1.650364572506232,2.8771780511674168,0.033734996368331216,-1.279356755216885,0.3534760175822536
chronos,ganymede,30,per_well,49_22-Z04,True,ok,ok,ok,True,/app/results/chronos/ganymede_h30_per_well_49_22-Z04.json,,6042.0,1518.0,3.0,True,True,3.0,0.3108242889579275,0.7291920069714939,0.10503418051309366,-1.645884937564062,0.28148885778578286
deeponet,ganymede,30,per_well,49_22-Z04,True,ok,ok,ok,True,/app/results/deeponet/ganymede_h30_per_well_49_22-Z04.json,,6042.0,1518.0,3.0,True,True,3.0,3.1537774288136027,4.079950548198093,-27.017697861526063,-38.567968131179846,0.8764870708205222
lstm,ganymede,30,per_well,49_22-Z04,True,ok,ok,ok,True,/app/results/lstm/ganymede_h30_per_well_49_22-Z04.json,,6042.0,1518.0,3.0,True,True,3.0,2.055579492864663,2.476792084490112,-9.325277948906987,-6.769219546187939,0.571279644555465
patchtst,ganymede,30,per_well,49_22-Z04,True,ok,ok,ok,True,/app/results/patchtst/ganymede_h30_per_well_49_22-Z04.json,,6042.0,1518.0,3.0,True,True,3.0,1.0314368230656779,1.1419605295298825,-1.1949510322074666,-1.3534355352933471,0.28665340538166834
tcn,ganymede,30,per_well,49_22-Z04,True,ok,ok,ok,True,/app/results/tcn/ganymede_h30_per_well_49_22-Z04.json,,6042.0,1518.0,3.0,True,True,3.0,3.9639496230377564,4.832069714474917,-38.29968162779245,-55.9357880035482,1.1016473649135945
timesfm,ganymede,30,per_well,49_22-Z04,True,ok,ok,ok,True,/app/results/timesfm/ganymede_h30_per_well_49_22-Z04.json,,6042.0,1518.0,3.0,True,True,3.0,0.30325181318186323,0.631795717987481,0.3281442995442412,-0.8872682591194183,0.27463106824828837
tirex,ganymede,30,per_well,49_22-Z04,True,ok,ok,ok,True,/app/results/tirex/ganymede_h30_per_well_49_22-Z04.json,,6042.0,1518.0,3.0,True,True,3.0,0.2943307837803609,0.6582095046500964,0.2707927991045853,-1.1086164437061576,0.26655200085969644
chronos,ganymede,30,per_well,49_22-Z05Z,True,ok,ok,ok,True,/app/results/chronos/ganymede_h30_per_well_49_22-Z05Z.json,,6042.0,1518.0,3.0,True,True,3.0,0.013359092436941503,0.0968320750919376,0.0,0.0,0.0051544753708514385
deeponet,ganymede,30,per_well,49_22-Z05Z,True,ok,ok,ok,True,/app/results/deeponet/ganymede_h30_per_well_49_22-Z05Z.json,,6042.0,1518.0,3.0,True,True,3.0,0.1920236587524414,0.2640257730588167,0.0,0.0,0.0034384401434681836
lstm,ganymede,30,per_well,49_22-Z05Z,True,ok,ok,ok,True,/app/results/lstm/ganymede_h30_per_well_49_22-Z05Z.json,,6042.0,1518.0,3.0,True,True,3.0,0.03996829986572266,0.05008390202335049,0.0,0.0,0.0007156858046416508
patchtst,ganymede,30,per_well,49_22-Z05Z,True,ok,ok,ok,True,/app/results/patchtst/ganymede_h30_per_well_49_22-Z05Z.json,,6042.0,1518.0,3.0,True,True,3.0,9.77065486907959,9.770658895131263,0.0,0.0,0.17495662851174057
tcn,ganymede,30,per_well,49_22-Z05Z,True,ok,ok,ok,True,/app/results/tcn/ganymede_h30_per_well_49_22-Z05Z.json,,6042.0,1518.0,3.0,True,True,3.0,0.40512530008951825,0.42921756071584954,0.0,0.0,0.007254309724190084
timesfm,ganymede,30,per_well,49_22-Z05Z,True,ok,ok,ok,True,/app/results/timesfm/ganymede_h30_per_well_49_22-Z05Z.json,,6042.0,1518.0,3.0,True,True,3.0,0.002457621181383729,0.0028750969056372303,0.0,0.0,0.0009482491351954042
tirex,ganymede,30,per_well,49_22-Z05Z,True,ok,ok,ok,True,/app/results/tirex/ganymede_h30_per_well_49_22-Z05Z.json,,6042.0,1518.0,3.0,True,True,3.0,4.242461476430294e-09,5.2332876016479625e-09,0.0,0.0,1.6369123348211876e-09
chronos,ganymede,30,per_well,49_22-Z06,True,ok,ok,ok,True,/app/results/chronos/ganymede_h30_per_well_49_22-Z06.json,,6042.0,1518.0,3.0,True,True,3.0,0.01275695152183338,0.09493809185568246,-1123505.4632625973,-1123505.4632625973,0.00425999027825235
deeponet,ganymede,30,per_well,49_22-Z06,True,ok,ok,ok,True,/app/results/deeponet/ganymede_h30_per_well_49_22-Z06.json,,6042.0,1518.0,3.0,True,True,3.0,0.08976690169222584,0.12810275068290367,-2046031.5028603722,-2046031.5028603722,0.0012716239265823485
lstm,ganymede,30,per_well,49_22-Z06,True,ok,ok,ok,True,/app/results/lstm/ganymede_h30_per_well_49_22-Z06.json,,6042.0,1518.0,3.0,True,True,3.0,0.20984239557305606,0.25160753628581933,-7893013.6427336885,-7893013.6427336885,0.0029725946422540436
patchtst,ganymede,30,per_well,49_22-Z06,True,ok,ok,ok,True,/app/results/patchtst/ganymede_h30_per_well_49_22-Z06.json,,6042.0,1518.0,3.0,True,True,3.0,0.1413596242051089,0.16636218622394672,-3450680.34505927,-3450680.34505927,0.0020024783857219095
tcn,ganymede,30,per_well,49_22-Z06,True,ok,ok,ok,True,/app/results/tcn/ganymede_h30_per_well_49_22-Z06.json,,6042.0,1518.0,3.0,True,True,3.0,0.15819952269107249,0.17786528004281826,-3944372.0158540155,-3944372.0158540155,0.0022410297608087886
timesfm,ganymede,30,per_well,49_22-Z06,True,ok,ok,ok,True,/app/results/timesfm/ganymede_h30_per_well_49_22-Z06.json,,6042.0,1518.0,3.0,True,True,3.0,0.002416525700489762,0.0028517469455202928,-1012.7165758245767,-1012.7165758245767,0.0008069620687681246
tirex,ganymede,30,per_well,49_22-Z06,True,ok,ok,ok,True,/app/results/tirex/ganymede_h30_per_well_49_22-Z06.json,,6042.0,1518.0,3.0,True,True,3.0,2.4941749148175774e-06,9.071376134745316e-05,-0.025748587421608127,-0.025748587421608127,8.328918449834131e-07
chronos,ganymede,30,per_well,49_22-Z07,True,ok,ok,ok,True,/app/results/chronos/ganymede_h30_per_well_49_22-Z07.json,,5158.0,1298.0,3.0,True,True,3.0,0.729364319525955,1.8454784168295992,-0.04064513110370371,-0.4902064899413341,1.0044054603285077
deeponet,ganymede,30,per_well,49_22-Z07,True,ok,ok,ok,True,/app/results/deeponet/ganymede_h30_per_well_49_22-Z07.json,,5158.0,1298.0,3.0,True,True,3.0,2.450001378753091,3.502552925061462,-2.7484707658363905,-4.3407510773248354,1.1376140602140874
lstm,ganymede,30,per_well,49_22-Z07,True,ok,ok,ok,True,/app/results/lstm/ganymede_h30_per_well_49_22-Z07.json,,5158.0,1298.0,3.0,True,True,3.0,1.4343916318174137,1.8586719280939983,-0.055577671056592726,-0.05697370020389614,0.6660339469030838
patchtst,ganymede,30,per_well,49_22-Z07,True,ok,ok,ok,True,/app/results/patchtst/ganymede_h30_per_well_49_22-Z07.json,,5158.0,1298.0,3.0,True,True,3.0,1.6974297694169256,2.894702216616927,-1.5603097068773129,-2.6479292397452334,0.7881709735597897
tcn,ganymede,30,per_well,49_22-Z07,True,ok,ok,ok,True,/app/results/tcn/ganymede_h30_per_well_49_22-Z07.json,,5158.0,1298.0,3.0,True,True,3.0,1.4100974102202721,1.896551175003034,-0.09904088079241302,-0.5663059184593129,0.654753362201972
timesfm,ganymede,30,per_well,49_22-Z07,True,ok,ok,ok,True,/app/results/timesfm/ganymede_h30_per_well_49_22-Z07.json,,5158.0,1298.0,3.0,True,True,3.0,0.7560171841034476,1.6424710349612175,0.17570976536756167,0.2975468842734783,1.0411090417875364
tirex,ganymede,30,per_well,49_22-Z07,True,ok,ok,ok,True,/app/results/tirex/ganymede_h30_per_well_49_22-Z07.json,,5158.0,1298.0,3.0,True,True,3.0,0.6973518171193404,1.6765019412137945,0.14119841548247658,0.06423812155973152,0.9603211373705636
chronos,ganymede,30,per_well,49_22-Z08,True,ok,ok,ok,True,/app/results/chronos/ganymede_h30_per_well_49_22-Z08.json,,3239.0,818.0,3.0,True,True,3.0,0.014350873284279456,0.10058694396883913,0.0,0.0,0.030097753089516115
deeponet,ganymede,30,per_well,49_22-Z08,True,ok,ok,ok,True,/app/results/deeponet/ganymede_h30_per_well_49_22-Z08.json,,3239.0,818.0,3.0,True,True,3.0,0.3817410799965396,0.4678281196034979,0.0,0.0,0.20387269510440467
lstm,ganymede,30,per_well,49_22-Z08,True,ok,ok,ok,True,/app/results/lstm/ganymede_h30_per_well_49_22-Z08.json,,3239.0,818.0,3.0,True,True,3.0,0.04286359856550346,0.049083723125231724,0.0,0.0,0.022891739504435044
patchtst,ganymede,30,per_well,49_22-Z08,True,ok,ok,ok,True,/app/results/patchtst/ganymede_h30_per_well_49_22-Z08.json,,3239.0,818.0,3.0,True,True,3.0,0.10756636963885494,0.10777404966918787,0.0,0.0,0.05744691056322457
tcn,ganymede,30,per_well,49_22-Z08,True,ok,ok,ok,True,/app/results/tcn/ganymede_h30_per_well_49_22-Z08.json,,3239.0,818.0,3.0,True,True,3.0,0.1869854408060523,0.20528813514436947,0.0,0.0,0.09986147092883105
timesfm,ganymede,30,per_well,49_22-Z08,True,ok,ok,ok,True,/app/results/timesfm/ganymede_h30_per_well_49_22-Z08.json,,3239.0,818.0,3.0,True,True,3.0,0.002457714565874388,0.0028753284991887736,0.0,0.0,0.005154507652800912
tirex,ganymede,30,per_well,49_22-Z08,True,ok,ok,ok,True,/app/results/tirex/ganymede_h30_per_well_49_22-Z08.json,,3239.0,818.0,3.0,True,True,3.0,4.242257711521592e-09,5.2324861596734624e-09,0.0,0.0,8.897188527428587e-09
chronos,ganymede,90,multi_well,,True,ok,ok,ok,True,/app/results/chronos/ganymede_h90_multi_well.json,,37851.0,9622.0,3.0,True,True,3.0,1.108774175930614,1.9023707919794033,-0.4983932698684088,-0.5575562304470205,0.6896514609388865
deeponet,ganymede,90,multi_well,,True,ok,ok,ok,True,/app/results/deeponet/ganymede_h90_multi_well.json,,37851.0,9622.0,3.0,True,True,3.0,0.6560078340809148,1.4393627309978791,0.14221987136623448,-0.625371361598412,0.030439563720317312
lstm,ganymede,90,multi_well,,True,ok,ok,ok,True,/app/results/lstm/ganymede_h90_multi_well.json,,37851.0,9622.0,3.0,True,True,3.0,0.5579288160226348,1.3994762597276642,0.18910140950679222,-0.8984260810573583,0.02421798117810973
patchtst,ganymede,90,multi_well,,True,ok,ok,ok,True,/app/results/patchtst/ganymede_h90_multi_well.json,,37851.0,9622.0,3.0,True,True,3.0,1.168851895545872,2.4944900042646423,-1.576315285780951,-2.7388126745477455,0.051777362703116406
tcn,ganymede,90,multi_well,,True,ok,ok,ok,True,/app/results/tcn/ganymede_h90_multi_well.json,,37851.0,9622.0,3.0,True,True,3.0,0.6588732261068978,1.43621427324415,0.14596837854135936,-0.7393089911259665,0.030124481411605553
timesfm,ganymede,90,multi_well,,True,ok,ok,ok,True,/app/results/timesfm/ganymede_h90_multi_well.json,,37851.0,9622.0,3.0,True,True,3.0,0.4707127110815776,1.4220969070265526,0.16267538460130604,-0.4340819483858813,0.2844525161342123
tirex,ganymede,90,multi_well,,True,ok,ok,ok,True,/app/results/tirex/ganymede_h90_multi_well.json,,37851.0,9622.0,3.0,True,True,3.0,0.43512111126251496,1.3764971192978486,0.21551239039205616,-0.42686288478861645,0.2513226611030394
chronos,ganymede,90,per_well,49_22-Z01Z,True,ok,ok,ok,True,/app/results/chronos/ganymede_h90_per_well_49_22-Z01Z.json,,5934.0,1506.0,3.0,True,True,3.0,1.0267524213173662,1.5232443190785527,0.0,0.0,0.2911277983603876
deeponet,ganymede,90,per_well,49_22-Z01Z,True,ok,ok,ok,True,/app/results/deeponet/ganymede_h90_per_well_49_22-Z01Z.json,,5934.0,1506.0,3.0,True,True,3.0,0.22972056645110098,0.2519153794069826,0.0,0.0,0.0031018377893926824
lstm,ganymede,90,per_well,49_22-Z01Z,True,ok,ok,ok,True,/app/results/lstm/ganymede_h90_per_well_49_22-Z01Z.json,,5934.0,1506.0,3.0,True,True,3.0,0.029328894323174783,0.034771389192329125,0.0,0.0,0.00039601797147793887
patchtst,ganymede,90,per_well,49_22-Z01Z,True,ok,ok,ok,True,/app/results/patchtst/ganymede_h90_per_well_49_22-Z01Z.json,,5934.0,1506.0,3.0,True,True,3.0,7.852423434787326,7.852425855224569,0.0,0.0,0.10602857255935204
tcn,ganymede,90,per_well,49_22-Z01Z,True,ok,ok,ok,True,/app/results/tcn/ganymede_h90_per_well_49_22-Z01Z.json,,5934.0,1506.0,3.0,True,True,3.0,0.47165078673546373,0.5735700258965084,0.0,0.0,0.006368538334613003
timesfm,ganymede,90,per_well,49_22-Z01Z,True,ok,ok,ok,True,/app/results/timesfm/ganymede_h90_per_well_49_22-Z01Z.json,,5934.0,1506.0,3.0,True,True,3.0,0.0031217002969545623,0.0038887983621497036,0.0,0.0,0.0008851342502093192
tirex,ganymede,90,per_well,49_22-Z01Z,True,ok,ok,ok,True,/app/results/tirex/ganymede_h90_per_well_49_22-Z01Z.json,,5934.0,1506.0,3.0,True,True,3.0,2.909024163662568e-07,5.109245982360684e-07,0.0,0.0,8.248315587682239e-08
chronos,ganymede,90,per_well,49_22-Z02Z,True,ok,ok,ok,True,/app/results/chronos/ganymede_h90_per_well_49_22-Z02Z.json,,5934.0,1506.0,3.0,True,True,3.0,1.990585315844934,3.195935377137651,-0.2134899583303278,-1.5825009880463616,0.41871499099062914
deeponet,ganymede,90,per_well,49_22-Z02Z,True,ok,ok,ok,True,/app/results/deeponet/ganymede_h90_per_well_49_22-Z02Z.json,,5934.0,1506.0,3.0,True,True,3.0,5.91283131777862,10.358745017365228,-11.748365100563142,-22.046407192459718,0.0684787945443109
lstm,ganymede,90,per_well,49_22-Z02Z,True,ok,ok,ok,True,/app/results/lstm/ganymede_h90_per_well_49_22-Z02Z.json,,5934.0,1506.0,3.0,True,True,3.0,2.4531449838322805,3.7675819900705254,-0.6864195619289926,-2.9183624483001274,0.02841082424085943
patchtst,ganymede,90,per_well,49_22-Z02Z,True,ok,ok,ok,True,/app/results/patchtst/ganymede_h90_per_well_49_22-Z02Z.json,,5934.0,1506.0,3.0,True,True,3.0,3.2580415344702662,3.7131927690527173,-0.6380803435044544,-1.056185433890262,0.037732643612711635
tcn,ganymede,90,per_well,49_22-Z02Z,True,ok,ok,ok,True,/app/results/tcn/ganymede_h90_per_well_49_22-Z02Z.json,,5934.0,1506.0,3.0,True,True,3.0,2.4988335752972675,3.5296461012160387,-0.48013910650538705,-1.6388331914872771,0.028939961552546713
timesfm,ganymede,90,per_well,49_22-Z02Z,True,ok,ok,ok,True,/app/results/timesfm/ganymede_h90_per_well_49_22-Z02Z.json,,5934.0,1506.0,3.0,True,True,3.0,1.8809462869185434,3.093905831861406,-0.137245928742171,-1.7081497085867805,0.39565267628162665
tirex,ganymede,90,per_well,49_22-Z02Z,True,ok,ok,ok,True,/app/results/tirex/ganymede_h90_per_well_49_22-Z02Z.json,,5934.0,1506.0,3.0,True,True,3.0,1.8024932134967173,3.0306189195684423,-0.09119626003901438,-1.7120701493290005,0.37915025477297426
chronos,ganymede,90,per_well,49_22-Z04,True,ok,ok,ok,True,/app/results/chronos/ganymede_h90_per_well_49_22-Z04.json,,5934.0,1506.0,3.0,True,True,3.0,0.6670883211663055,1.1389767921043572,-1.1710883500485267,-1.9170609363485793,0.6007429072211912
deeponet,ganymede,90,per_well,49_22-Z04,True,ok,ok,ok,True,/app/results/deeponet/ganymede_h90_per_well_49_22-Z04.json,,5934.0,1506.0,3.0,True,True,3.0,3.5185918171021973,4.641439790490439,-35.05397782177216,-35.97285088123517,0.986972114204317
lstm,ganymede,90,per_well,49_22-Z04,True,ok,ok,ok,True,/app/results/lstm/ganymede_h90_per_well_49_22-Z04.json,,5934.0,1506.0,3.0,True,True,3.0,2.0165830020903135,2.302496001022058,-7.872489912305456,-2.8303427508220356,0.5656556067025482
patchtst,ganymede,90,per_well,49_22-Z04,True,ok,ok,ok,True,/app/results/patchtst/ganymede_h90_per_well_49_22-Z04.json,,5934.0,1506.0,3.0,True,True,3.0,1.130649394239316,1.2674780862965087,-1.688615289236246,-1.3366444487386642,0.31714943962304915
